chr	pos	N	X
chr18	16139692	19	9
chr18	16139704	20	13
chr18	16139725	42	20
chr18	16139729	23	7
chr18	16139742	111	43
chr18	16139752	89	35
chr18	16139834	24	13
chr18	16139859	23	9
chr18	16139904	9	6
chr18	16139916	10	5
chr18	16139937	32	12
chr18	16139941	22	7
chr18	16139954	156	23
chr18	16139961	134	2
chr18	16140046	13	7
chr18	16140071	13	8
chr18	16140116	22	8
chr18	16140128	23	8
chr18	16140149	44	19
chr18	16140153	22	8
chr18	16140166	117	34
chr18	16140173	96	23
chr18	16140176	96	26
chr18	16140258	30	7
chr18	16140283	28	11
chr18	16140328	62	22
chr18	16140340	62	24
chr18	16140361	77	33
chr18	16140365	16	12
chr18	16140378	16	12
chr18	16140495	24	9
chr18	16140540	15	7
chr18	16140552	15	6
chr18	16140573	38	14
chr18	16140577	23	4
chr18	16140590	108	41
chr18	16140597	86	33
chr18	16140600	86	30
chr18	16140682	18	6
chr18	16140707	18	6
chr18	16140752	5	5
chr18	16140764	5	3
chr18	16140785	22	13
chr18	16140789	17	8
chr18	16140803	17	8
chr18	16146409	49	19
chr18	16146605	1	0
chr18	16146638	3	1
chr18	16146656	3	0
chr18	16201256	1	1
chr18	16201268	1	0
chr18	16201278	1	0
chr18	16201449	1	0
chr18	16346980	45	17
chr18	16347130	58	20
chr18	16361795	35	24
chr18	16361870	2	2
chr18	16361900	2	2
chr18	16362357	53	2
chr18	16362399	15	0
chr18	16362409	15	0
chr18	16403742	176	0
chr18	16423696	7	7
chr18	16441735	53	17
chr18	16441885	108	41
chr18	16447473	3	2
chr18	16447485	5	3
chr18	16447489	5	3
chr18	16447518	45	26
chr18	16447542	43	28
chr18	16447639	68	54
chr18	16447673	71	58
chr18	16476211	3	1
chr18	16582379	52	17
chr18	16582529	58	27
chr18	16704649	58	18
chr18	16704798	54	28
chr18	16778928	57	24
chr18	16794446	2	0
chr18	16853211	62	30
chr18	16853360	43	15
chr18	16880921	46	22
chr18	16881150	1	1
chr18	16881168	1	0
chr18	16899012	324	1
chr18	16966827	462	0
chr18	16966836	464	1
chr18	16966855	464	0
chr18	16966967	1	0
chr18	16966973	135	1
chr18	16966988	134	0
chr18	16966990	135	0
chr18	16966996	135	0
chr18	16967002	137	1
chr18	16967098	15	0
chr18	16967105	15	0
chr18	16967112	15	1
chr18	16967115	15	0
chr18	16967227	5	0
chr18	16967243	5	3
chr18	16967245	4	0
chr18	16967251	2	0
chr18	16967259	1	0
chr18	16967290	352	0
chr18	16967298	354	0
chr18	16967318	352	3
chr18	16967321	349	10
chr18	16967351	1	0
chr18	16967358	1	0
chr18	16967388	1	0
chr18	16967390	1	0
chr18	16967398	1	0
chr18	16967406	163	2
chr18	16967425	165	0
chr18	16967431	164	2
chr18	16967434	164	1
chr18	16967525	1	0
chr18	16967546	1	0
chr18	16967548	1	0
chr18	16967816	32	0
chr18	16967828	33	0
chr18	16967831	34	0
chr18	16967834	33	0
chr18	16967837	33	0
chr18	16967840	33	0
chr18	16967846	32	0
chr18	16967852	1	0
chr18	16967904	18	0
chr18	16967911	18	0
chr18	16967920	18	0
chr18	16967925	17	0
chr18	17009068	1	0
chr18	17009100	2	2
chr18	17009105	2	0
chr18	17009117	2	2
chr18	17009142	5	0
chr18	17009147	5	5
chr18	17009163	5	5
chr18	17009174	27	4
chr18	17009179	22	3
chr18	17009216	26	14
chr18	17009218	26	14
chr18	17009238	26	8
chr18	17009250	26	15
chr18	17010937	7	6
chr18	17010989	12	12
chr18	17012915	4	4
chr18	17012921	4	4
chr18	17013266	5	5
chr18	17013271	6	1
chr18	17013283	5	5
chr18	17013308	2	0
chr18	17013313	2	2
chr18	17013329	2	2
chr18	17013340	25	4
chr18	17013345	23	1
chr18	17013382	31	19
chr18	17013384	31	20
chr18	17013404	31	15
chr18	17013416	31	24
chr18	17025889	474	1
chr18	17026038	70	29
chr18	17026143	2	1
chr18	17027235	22	10
chr18	17033003	1	0
chr18	17067526	8	0
chr18	17067575	28	12
chr18	17120432	89	36
chr18	17120439	89	27
chr18	17120442	89	27
chr18	17120524	27	12
chr18	17120549	27	16
chr18	17120594	22	11
chr18	17120606	22	10
chr18	17120627	49	20
chr18	17120631	28	10
chr18	17120644	131	45
chr18	17120651	103	27
chr18	17120654	103	37
chr18	17120736	124	122
chr18	17120761	124	122
chr18	17120806	15	4
chr18	17120818	18	5
chr18	17120839	38	13
chr18	17120843	21	5
chr18	17120857	21	6
chr18	17126463	48	17
chr18	17126692	1	0
chr18	17126710	1	0
chr18	17147251	1	1
chr18	17147269	1	1
chr18	17147498	47	23
chr18	17153198	30	13
chr18	17153205	33	11
chr18	17153223	33	12
chr18	17153305	95	33
chr18	17153308	95	35
chr18	17153315	97	35
chr18	17153328	3	1
chr18	17153353	23	14
chr18	17153365	22	11
chr18	17153410	19	9
chr18	17153435	19	11
chr18	17153517	98	42
chr18	17153520	98	37
chr18	17153527	115	51
chr18	17153540	17	8
chr18	17153544	39	14
chr18	17153565	22	7
chr18	17153577	22	6
chr18	17168498	50	21
chr18	17168637	36	30
chr18	17168641	35	32
chr18	17168643	38	36
chr18	17168645	38	38
chr18	17168660	38	21
chr18	17168668	111	23
chr18	17168692	72	21
chr18	17168696	72	48
chr18	17168764	43	28
chr18	17168790	72	59
chr18	17168793	29	19
chr18	17168868	5	5
chr18	17168900	7	7
chr18	17168903	4	4
chr18	17168909	4	4
chr18	17170320	11	8
chr18	17170486	30	17
chr18	17171759	72	56
chr18	17171938	1	1
chr18	17227246	48	20
chr18	17227396	25	5
chr18	17274797	43	16
chr18	17274947	49	15
chr18	17321851	7	0
chr18	17321865	7	0
chr18	17321873	7	0
chr18	17351455	2	0
chr18	17382466	44	17
chr18	17382616	56	16
chr18	17384440	4	3
chr18	17384470	4	3
chr18	17384545	35	24
chr18	17427765	705	700
chr18	17427776	705	704
chr18	17433308	50	25
chr18	17433457	89	57
chr18	17475385	40	23
chr18	17504645	1	0
chr18	17504663	1	0
chr18	17504696	1	0
chr18	17504892	48	19
chr18	17510497	19	12
chr18	17510511	19	8
chr18	17510515	38	19
chr18	17510536	19	9
chr18	17510548	19	9
chr18	17510593	15	9
chr18	17510618	15	8
chr18	17510700	92	34
chr18	17510703	92	23
chr18	17510710	115	42
chr18	17510723	23	6
chr18	17510727	46	19
chr18	17510748	23	14
chr18	17510760	23	13
chr18	17510805	17	4
chr18	17510912	98	31
chr18	17510915	98	25
chr18	17510922	119	35
chr18	17510935	21	4
chr18	17510939	24	9
chr18	17510960	57	27
chr18	17510991	56	25
chr18	17511017	32	16
chr18	17511087	1	1
chr18	17511124	91	39
chr18	17511127	91	32
chr18	17511134	91	34
chr18	17583630	50	22
chr18	17583646	50	18
chr18	17583650	49	27
chr18	17583664	50	18
chr18	17583710	85	76
chr18	17583730	85	79
chr18	17583739	84	37
chr18	17583767	88	37
chr18	17583771	88	52
chr18	17583785	88	45
chr18	17588787	24	10
chr18	17588861	5	0
chr18	17592639	50	20
chr18	17592789	54	16
chr18	17598340	9	7
chr18	17598347	9	3
chr18	17598385	59	40
chr18	17598409	54	38
chr18	17598541	69	57
chr18	17598548	22	11
chr18	17598555	22	13
chr18	17598560	45	31
chr18	17598564	46	35
chr18	17598593	32	29
chr18	17598617	6	5
chr18	17598632	1	1
chr18	17598749	87	68
chr18	17598756	20	11
chr18	17598763	20	12
chr18	17598768	96	89
chr18	17598772	96	90
chr18	17598801	126	114
chr18	17598825	48	38
chr18	17598833	45	33
chr18	17598896	1	1
chr18	17598922	1	1
chr18	17598957	63	41
chr18	17605315	53	14
chr18	17605420	8	6
chr18	17609171	3	1
chr18	17609176	2	0
chr18	17609242	20	0
chr18	17609249	20	0
chr18	17612566	72	0
chr18	17612634	24	15
chr18	17612639	25	13
chr18	17612649	25	17
chr18	17612660	110	49
chr18	17612680	112	60
chr18	17612696	1	0
chr18	17612717	52	17
chr18	17612735	107	70
chr18	17612783	8	3
chr18	17612794	112	23
chr18	17612828	104	41
chr18	17612863	25	10
chr18	17618562	44	10
chr18	17618712	58	17
chr18	17623628	131	119
chr18	17623728	1	1
chr18	17623768	53	30
chr18	17623776	4	4
chr18	17626230	1	0
chr18	17626232	1	1
chr18	17626239	1	1
chr18	17628305	149	127
chr18	17628405	2	2
chr18	17628441	3	3
chr18	17638050	40	10
chr18	17638072	40	0
chr18	17638200	51	7
chr18	17638762	13	8
chr18	17638814	30	16
chr18	17670548	6	1
chr18	17670583	1	1
chr18	17670613	1	1
chr18	17670631	1	0
chr18	17676315	50	18
chr18	17676464	49	11
chr18	17699862	5	3
chr18	17699880	5	4
chr18	17699913	1	0
chr18	17700109	43	17
chr18	17705715	24	9
chr18	17705729	25	11
chr18	17705733	50	29
chr18	17705754	27	14
chr18	17705766	26	12
chr18	17705811	28	17
chr18	17705836	28	13
chr18	17705918	1	0
chr18	17705921	1	0
chr18	17705928	30	16
chr18	17705945	56	30
chr18	17705978	27	14
chr18	17740159	50	20
chr18	17740309	63	28
chr18	17752062	54	22
chr18	17752212	44	17
chr18	17757688	74	38
chr18	17757803	1	1
chr18	17757880	7	7
chr18	17757882	7	5
chr18	17757884	7	3
chr18	17757899	30	26
chr18	17757902	23	17
chr18	17757963	155	155
chr18	17757974	155	155
chr18	17757980	155	155
chr18	17757997	155	155
chr18	17789457	40	17
chr18	17789607	58	24
chr18	17793247	1	0
chr18	17793257	2	1
chr18	17793262	2	1
chr18	17793365	165	150
chr18	17793375	389	267
chr18	17793430	112	69
chr18	17793434	112	3
chr18	17793450	110	52
chr18	17813986	77	66
chr18	17814002	77	49
chr18	17814008	77	45
chr18	17814019	77	55
chr18	17814079	33	22
chr18	17814116	40	27
chr18	17814140	180	162
chr18	17814169	169	134
chr18	17814178	31	26
chr18	17814218	1	1
chr18	17814293	104	51
chr18	17818212	56	20
chr18	17818362	52	14
chr18	17819861	19	14
chr18	17819890	38	29
chr18	17819894	37	29
chr18	17819899	19	9
chr18	17819906	19	13
chr18	17819913	64	46
chr18	17820045	44	29
chr18	17820069	45	32
chr18	17825648	66	22
chr18	17825798	55	21
chr18	17953431	55	19
chr18	17953581	49	19
chr18	17974403	12	0
chr18	17974422	23	23
chr18	17974434	23	23
chr18	17974438	23	23
chr18	17979615	46	17
chr18	17979870	5	5
chr18	17985419	116	95
chr18	17985457	38	29
chr18	17985520	61	34
chr18	17985528	61	28
chr18	17985544	62	44
chr18	17985546	62	39
chr18	17985554	61	43
chr18	17985575	23	16
chr18	17985578	23	17
chr18	17985615	8	3
chr18	17985638	47	36
chr18	17985661	39	31
chr18	17985664	40	33
chr18	17985679	1	1
chr18	17985688	1	1
chr18	17985692	1	1
chr18	17985726	66	44
chr18	17985734	69	42
chr18	17985750	70	51
chr18	17985752	70	49
chr18	17985760	69	50
chr18	17985781	12	11
chr18	17985784	12	10
chr18	17985821	6	5
chr18	17985844	45	35
chr18	17985867	39	33
chr18	17985870	39	28
chr18	17985885	1	1
chr18	17985894	1	1
chr18	17985898	1	1
chr18	17985932	87	50
chr18	17985940	88	41
chr18	17985956	88	55
chr18	17985958	88	59
chr18	17985966	88	61
chr18	17985987	28	23
chr18	17985990	28	19
chr18	17986027	6	5
chr18	17986050	6	4
chr18	18020076	27	15
chr18	18020086	27	14
chr18	18020101	27	13
chr18	18020132	10	9
chr18	18020138	10	1
chr18	18020140	10	10
chr18	18020144	9	9
chr18	18039188	4	4
chr18	18039200	4	4
chr18	18039211	3	3
chr18	18039255	391	0
chr18	18039263	458	67
chr18	18039343	58	6
chr18	18039366	34	1
chr18	18039426	36	1
chr18	18039444	31	31
chr18	18045078	81	43
chr18	18045228	44	13
chr18	18051736	1	0
chr18	18051747	1	1
chr18	18051838	85	21
chr18	18051864	29	20
chr18	18051932	9	3
chr18	18051936	9	2
chr18	18051960	9	9
chr18	18053319	209	209
chr18	18097133	23	0
chr18	18097141	23	23
chr18	18097143	23	23
chr18	18097160	23	22
chr18	18097167	23	23
chr18	18098240	160	160
chr18	18098268	160	1
chr18	18098271	160	159
chr18	18098331	51	39
chr18	18098334	51	47
chr18	18099163	70	49
chr18	18099197	69	40
chr18	18099274	41	37
chr18	18099632	5	5
chr18	18099814	83	48
chr18	18101915	1	0
chr18	18101917	1	1
chr18	18101924	1	1
chr18	18102033	1	1
chr18	18102040	1	1
chr18	18325968	1	1
chr18	18326119	41	0
chr18	18331493	29	14
chr18	18331522	45	20
chr18	18331531	17	6
chr18	18331538	16	11
chr18	18337958	17	7
chr18	18338033	8	7
chr18	18338063	7	0
chr18	18340192	1	0
chr18	18345488	79	34
chr18	18345635	50	0
chr18	18345640	50	0
chr18	18419754	79	50
chr18	18419768	79	77
chr18	18419829	69	63
chr18	18419840	11	5
chr18	18419855	11	6
chr18	18419875	98	46
chr18	18419909	100	31
chr18	18448748	58	22
chr18	18448897	53	25
chr18	18458168	1	0
chr18	18461904	60	20
chr18	18462054	72	18
chr18	18462164	5	0
chr18	18512015	1	1
chr18	18512026	1	1
chr18	18517575	12	11
chr18	18517680	45	35
chr18	18597024	186	185
chr18	18642578	2	0
chr18	18642599	2	2
chr18	18642610	46	31
chr18	18642615	44	34
chr18	18642652	26	14
chr18	18642654	25	11
chr18	18642674	26	6
chr18	18642686	26	14
chr18	18650656	88	42
chr18	18650807	4	0
chr18	18652007	48	19
chr18	18652159	5	0
chr18	18696109	39	11
chr18	18696259	42	13
chr18	18823191	29	11
chr18	18823203	30	13
chr18	18823224	42	17
chr18	18823228	14	2
chr18	18823241	111	49
chr18	18823248	98	35
chr18	18823251	98	36
chr18	18823333	18	9
chr18	18823358	19	10
chr18	18823403	21	6
chr18	18823415	21	11
chr18	18823436	41	23
chr18	18823440	20	9
chr18	18823454	20	9
chr18	18838428	53	0
chr18	18876370	7	0
chr18	18876609	5	0
chr18	18898669	285	90
chr18	18898683	285	62
chr18	18898819	43	13
chr18	18975280	49	18
chr18	18975430	49	18
chr18	18976569	36	11
chr18	18976719	37	15
chr18	18981821	10	3
chr18	18981831	10	5
chr18	18981836	10	5
chr18	18981856	4	2
chr18	18981873	5	3
chr18	18981889	13	10
chr18	18981900	9	7
chr18	18981948	130	70
chr18	18981962	87	47
chr18	18981966	87	43
chr18	18982003	95	54
chr18	18982049	127	127
chr18	18982069	87	33
chr18	18982087	87	39
chr18	18982103	103	53
chr18	18982114	18	11
chr18	18982162	53	36
chr18	18982180	47	35
chr18	18982217	314	1
chr18	18982237	486	102
chr18	18982258	192	103
chr18	18982263	187	83
chr18	18982283	177	9
chr18	18982297	179	10
chr18	18982301	179	9
chr18	18982310	179	169
chr18	18982317	179	5
chr18	19000389	68	26
chr18	19000539	50	22
chr18	19007888	28	26
chr18	19008876	139	104
chr18	19008888	138	138
chr18	19013256	52	0
chr18	19013273	53	0
chr18	19076196	3	1
chr18	19076346	36	2
chr18	19095440	319	319
chr18	19118992	1	0
chr18	19119022	1	0
chr18	19135827	1	0
chr18	19135831	1	0
chr18	19135839	1	0
chr18	19135841	1	0
chr18	19135860	1	1
chr18	19136797	6	6
chr18	19136813	12	9
chr18	19136823	12	9
chr18	19136831	10	9
chr18	19136836	61	60
chr18	19136867	55	49
chr18	19136930	33	30
chr18	19137759	58	48
chr18	19137793	58	43
chr18	19137870	54	53
chr18	19138228	2	2
chr18	19138410	70	38
chr18	19146663	4	1
chr18	19146681	4	1
chr18	19146910	52	22
chr18	19152470	75	62
chr18	19152564	2	1
chr18	19152582	2	0
chr18	19152644	5	3
chr18	19152748	1	1
chr18	19152752	1	0
chr18	19152783	32	23
chr18	19152797	32	20
chr18	19152806	32	22
chr18	19152809	32	25
chr18	19152870	62	62
chr18	19152895	70	68
chr18	19152903	70	4
chr18	19152987	31	31
chr18	19156828	773	761
chr18	19177284	45	18
chr18	19177431	27	0
chr18	19232778	39	25
chr18	19238373	133	0
chr18	19289316	108	0
chr18	19289328	108	0
chr18	19289471	61	0
chr18	19364109	48	19
chr18	19364259	8	0
chr18	19393035	14	10
chr18	19393087	6	3
chr18	19393742	5	5
chr18	19393975	41	0
chr18	19393997	41	14
chr18	19399372	59	18
chr18	19405132	32	23
chr18	19405146	33	13
chr18	19405155	33	15
chr18	19405158	33	21
chr18	19405222	97	74
chr18	19405282	65	54
chr18	19405290	66	65
chr18	19405308	66	65
chr18	19405316	65	65
chr18	19419349	53	30
chr18	19419397	18	10
chr18	19419408	95	59
chr18	19419424	80	44
chr18	19419442	78	38
chr18	19419488	107	47
chr18	19419508	111	65
chr18	19419554	45	23
chr18	19419602	17	10
chr18	19419613	102	56
chr18	19419629	86	48
chr18	19419647	86	37
chr18	19419667	246	0
chr18	19419672	251	2
chr18	19419689	251	1
chr18	19419693	251	1
chr18	19425389	51	20
chr18	19425539	63	19
chr18	19441119	54	45
chr18	19441154	1	1
chr18	19441168	1	1
chr18	19441180	1	1
chr18	19441236	2	2
chr18	19441251	53	36
chr18	19441275	70	47
chr18	19441304	38	32
chr18	19441308	38	29
chr18	19441313	19	13
chr18	19441320	19	14
chr18	19441327	82	62
chr18	19441440	1	1
chr18	19441444	2	2
chr18	19441459	60	46
chr18	19441483	81	60
chr18	19441512	37	24
chr18	19441516	37	29
chr18	19441521	16	12
chr18	19441528	16	12
chr18	19441535	58	43
chr18	19441570	2	2
chr18	19441584	2	2
chr18	19441596	2	2
chr18	19441667	50	40
chr18	19441691	56	46
chr18	19441729	11	9
chr18	19441736	11	9
chr18	19447283	28	11
chr18	19447433	59	23
chr18	19476670	51	23
chr18	19476820	48	15
chr18	19525313	44	44
chr18	19525317	43	0
chr18	19525337	44	44
chr18	19525460	39	14
chr18	19525496	1	1
chr18	19525507	1	0
chr18	19525517	1	0
chr18	19525529	1	1
chr18	19526488	39	39
chr18	19526521	39	0
chr18	19526590	1	0
chr18	19526612	752	752
chr18	19526622	758	0
chr18	19526635	756	756
chr18	19570080	1	0
chr18	19570214	12	0
chr18	19570218	12	0
chr18	19570225	12	0
chr18	19570237	12	0
chr18	19589024	15	10
chr18	19589037	16	11
chr18	19589104	12	12
chr18	19589167	49	30
chr18	19592858	1	1
chr18	19592884	7	1
chr18	19592892	7	7
chr18	19592896	18	9
chr18	19592909	12	6
chr18	19592976	13	13
chr18	19593039	42	24
chr18	19600534	5	3
chr18	19600569	8	5
chr18	19600599	3	2
chr18	19600617	3	3
chr18	19605636	5	1
chr18	19605688	17	10
chr18	19611901	80	0
chr18	19614907	9	9
chr18	19614938	1	1
chr18	19615136	39	11
chr18	19615286	2	0
chr18	19665876	30	20
chr18	19665897	30	28
chr18	19665933	38	26
chr18	19665943	38	26
chr18	19665958	38	26
chr18	19665970	10	10
chr18	19665987	10	10
chr18	19665989	10	10
chr18	19665993	10	10
chr18	19665995	10	0
chr18	19665999	10	10
chr18	19678460	5	4
chr18	19678610	49	23
chr18	19694142	58	26
chr18	19694292	57	16
chr18	19712527	103	67
chr18	19712537	103	67
chr18	19712575	15	10
chr18	19712586	94	52
chr18	19712602	78	41
chr18	19712620	79	34
chr18	19712640	18	14
chr18	19712645	18	16
chr18	19712655	18	16
chr18	19712666	108	49
chr18	19712686	112	63
chr18	19712727	94	63
chr18	19712741	94	65
chr18	19718360	32	10
chr18	19718510	100	59
chr18	19726885	153	56
chr18	19727035	70	35
chr18	19741104	39	11
chr18	19770851	43	31
chr18	19770975	50	31
chr18	19770983	51	42
chr18	19771007	67	53
chr18	19771036	29	23
chr18	19771040	29	20
chr18	19771045	13	10
chr18	19771052	13	9
chr18	19771059	62	51
chr18	19771183	44	32
chr18	19771191	46	42
chr18	19771215	76	64
chr18	19771244	48	34
chr18	19771248	47	34
chr18	19771253	19	10
chr18	19771260	19	12
chr18	19771267	74	22
chr18	19771300	55	40
chr18	19771314	1	1
chr18	19771326	1	1
chr18	19771397	60	42
chr18	19771421	75	46
chr18	19771459	9	5
chr18	19771466	9	6
chr18	19777013	46	22
chr18	19777163	38	17
chr18	19784878	53	21
chr18	19785027	61	1
chr18	19787481	84	38
chr18	19830214	43	13
chr18	19830364	21	0
chr18	19872018	65	40
chr18	19872044	64	2
chr18	19872139	35	19
chr18	19877712	60	30
chr18	19877862	16	0
chr18	19914507	44	18
chr18	19914657	3	1
chr18	19942828	42	8
chr18	19942965	84	6
chr18	19942978	84	21
chr18	19952126	56	26
chr18	19952276	39	14
chr18	19970591	34	21
chr18	19970594	51	39
chr18	19970611	17	17
chr18	19970613	17	13
chr18	19970628	59	35
chr18	19970652	43	31
chr18	19970681	37	5
chr18	19970690	5	2
chr18	19970713	10	10
chr18	19970805	99	55
chr18	19976292	41	20
chr18	19976442	48	19
chr18	20020594	103	43
chr18	20020601	103	42
chr18	20020604	103	43
chr18	20020686	34	12
chr18	20020704	35	7
chr18	20020711	32	12
chr18	20020756	23	11
chr18	20020768	24	8
chr18	20020789	40	22
chr18	20020793	17	7
chr18	20020806	99	45
chr18	20020813	83	35
chr18	20020816	83	37
chr18	20020853	1	0
chr18	20020899	22	7
chr18	20020924	21	12
chr18	20020950	106	28
chr18	20020965	106	30
chr18	20020981	103	40
chr18	20021002	15	5
chr18	20021006	15	4
chr18	20021019	97	40
chr18	20021026	82	28
chr18	20021029	82	29
chr18	20021136	15	7
chr18	20021181	25	14
chr18	20021193	26	18
chr18	20021214	43	29
chr18	20021218	18	6
chr18	20021232	17	11
chr18	20026838	34	10
chr18	20026988	78	30
chr18	20027034	1	0
chr18	20027067	1	0
chr18	20027085	1	0
chr18	20070798	4	3
chr18	20070903	40	20
chr18	20075487	36	10
chr18	20075637	51	16
chr18	20091716	130	110
chr18	20091741	214	110
chr18	20091768	84	84
chr18	20217525	1	0
chr18	20217541	10	0
chr18	20217545	10	0
chr18	20217549	10	0
chr18	20217560	10	0
chr18	20217573	10	0
chr18	20217609	542	3
chr18	20217631	549	1
chr18	20217636	583	0
chr18	20217656	35	0
chr18	20217817	1	0
chr18	20217828	1	1
chr18	20218072	1	1
chr18	20307536	36	0
chr18	20307576	148	1
chr18	20322214	94	0
chr18	20349437	1	1
chr18	20349511	33	33
chr18	20460851	99	55
chr18	20460855	99	66
chr18	20460869	152	90
chr18	20460917	1	1
chr18	20460929	2	1
chr18	20460948	2	2
chr18	20460982	247	28
chr18	20460987	249	23
chr18	20461008	338	78
chr18	20461065	65	11
chr18	20461069	65	18
chr18	20461083	65	16
chr18	20466592	47	18
chr18	20466742	50	17
chr18	20521576	57	43
chr18	20521732	71	54
chr18	20521761	39	31
chr18	20521765	39	31
chr18	20521770	20	13
chr18	20521777	20	15
chr18	20521784	63	43
chr18	20521908	42	29
chr18	20521916	44	36
chr18	20521940	72	54
chr18	20521969	47	36
chr18	20521973	47	35
chr18	20521978	19	7
chr18	20521985	19	12
chr18	20521992	82	57
chr18	20522027	2	2
chr18	20522041	2	2
chr18	20522053	2	2
chr18	20522116	57	42
chr18	20522124	58	49
chr18	20522148	82	70
chr18	20522177	44	29
chr18	20522181	44	31
chr18	20522186	18	11
chr18	20522193	18	11
chr18	20522200	68	55
chr18	20522332	46	36
chr18	20522356	53	34
chr18	20522394	7	3
chr18	20522401	7	5
chr18	20527948	56	15
chr18	20528098	46	11
chr18	20540238	47	18
chr18	20540388	63	26
chr18	20572147	20	12
chr18	20577742	3	0
chr18	20577900	395	393
chr18	20647615	3	0
chr18	20647783	47	22
chr18	20647933	55	22
chr18	20652361	145	0
chr18	20674943	44	18
chr18	20675172	2	1
chr18	20675190	2	0
chr18	20696156	42	12
chr18	20696306	54	18
chr18	20696381	2	2
chr18	20716756	1	0
chr18	20716762	1	0
chr18	20716768	1	0
chr18	20716770	1	0
chr18	20716773	1	0
chr18	20716778	1	0
chr18	20716783	1	0
chr18	20716789	1	0
chr18	20717036	7	0
chr18	20730752	25	0
chr18	20768150	338	0
chr18	20768260	609	427
chr18	20768270	608	425
chr18	20768375	279	0
chr18	20768380	279	0
chr18	20769111	481	0
chr18	20769134	482	440
chr18	20769230	10	0
chr18	20794207	66	31
chr18	20794357	32	12
chr18	20904074	1	0
chr18	20904081	1	0
chr18	20904290	23	0
chr18	20904299	23	0
chr18	20904305	23	0
chr18	20904310	23	0
chr18	20904313	252	0
chr18	20904324	252	0
chr18	20904332	228	0
chr18	20904334	229	0
chr18	20904338	229	0
chr18	20904345	228	0
chr18	20904469	1	0
chr18	20904474	1	0
chr18	20904478	1	0
chr18	20904484	1	0
chr18	20904486	1	0
chr18	20904488	1	0
chr18	20904646	2	0
chr18	20904655	3	0
chr18	20904666	3	0
chr18	20904669	1	0
chr18	20904722	77	0
chr18	20904729	77	0
chr18	20904749	77	0
chr18	20904751	77	0
chr18	20904756	77	0
chr18	20904866	36	0
chr18	20904931	81	81
chr18	20904933	81	0
chr18	20904949	81	0
chr18	20904952	79	0
chr18	20904957	81	0
chr18	20904965	81	0
chr18	20919124	56	56
chr18	20935638	10	0
chr18	20935651	10	0
chr18	20953019	9	6
chr18	20953159	2	0
chr18	20959330	5	0
chr18	20972038	1	1
chr18	20972138	123	0
chr18	20981645	546	544
chr18	20995410	39	39
chr18	21005994	22	12
chr18	21006006	22	7
chr18	21006010	22	9
chr18	21006060	14	6
chr18	21006156	1	0
chr18	21018175	2	2
chr18	21054470	6	0
chr18	21054479	6	0
chr18	21054483	2	0
chr18	21054489	2	0
chr18	21054492	1	0
chr18	21054502	3	1
chr18	21054504	3	0
chr18	21054507	2	1
chr18	21054510	3	0
chr18	21054519	2	0
chr18	21054528	1	0
chr18	21054617	31	0
chr18	21054623	31	0
chr18	21054626	31	1
chr18	21054629	31	0
chr18	21054632	30	0
chr18	21054635	31	0
chr18	21054643	31	0
chr18	21054885	43	1
chr18	21054897	43	0
chr18	21054903	43	0
chr18	21054910	43	0
chr18	21055225	1	1
chr18	21055230	1	0
chr18	21055259	158	0
chr18	21055280	148	0
chr18	21055282	203	0
chr18	21055292	203	0
chr18	21063721	11	8
chr18	21063923	63	7
chr18	21067827	45	32
chr18	21067853	45	27
chr18	21067921	90	47
chr18	21067925	92	29
chr18	21067949	93	42
chr18	21091497	9	7
chr18	21091501	25	12
chr18	21091509	25	6
chr18	21091533	16	8
chr18	21093406	1	0
chr18	21093529	410	0
chr18	21094189	50	17
chr18	21094339	59	15
chr18	21097960	4	0
chr18	21102894	2	1
chr18	21102924	3	1
chr18	21119726	5	0
chr18	21119804	327	0
chr18	21119877	743	4
chr18	21119884	744	3
chr18	21119911	753	1
chr18	21119920	2	0
chr18	21119945	2	0
chr18	21119968	1	0
chr18	21119972	1	0
chr18	21119974	1	0
chr18	21119976	1	0
chr18	21119981	1	0
chr18	21120157	1	0
chr18	21120276	160	1
chr18	21120429	5	0
chr18	21124844	54	33
chr18	21124993	70	28
chr18	21153818	1	1
chr18	21159776	165	0
chr18	21159793	165	0
chr18	21159808	165	0
chr18	21159836	1	0
chr18	21159842	1	0
chr18	21159849	1	0
chr18	21159854	1	0
chr18	21160220	1	0
chr18	21160228	1	0
chr18	21160231	1	0
chr18	21160639	73	0
chr18	21160642	126	0
chr18	21160647	54	0
chr18	21160652	54	0
chr18	21160654	54	0
chr18	21160667	54	0
chr18	21160776	16	0
chr18	21160782	16	0
chr18	21160789	16	0
chr18	21160798	16	0
chr18	21160805	16	0
chr18	21160808	16	0
chr18	21172229	100	61
chr18	21172379	57	19
chr18	21172505	3	3
chr18	21216319	307	0
chr18	21220377	67	0
chr18	21220390	67	0
chr18	21220504	41	0
chr18	21220509	41	33
chr18	21266828	332	1
chr18	21266836	332	0
chr18	21266962	1	0
chr18	21271181	37	19
chr18	21271331	37	14
chr18	21280595	81	0
chr18	21280618	81	0
chr18	21307347	169	0
chr18	21327498	246	245
chr18	21327505	246	245
chr18	21356582	1	0
chr18	21374343	141	141
chr18	21391462	60	60
chr18	21391470	60	60
chr18	21392226	3	0
chr18	21397832	59	55
chr18	21399751	1	0
chr18	21420596	2	1
chr18	21420600	2	1
