chr	pos	N	X
chr18	15309617	26	1
chr18	15309621	24	4
chr18	15309646	18	0
chr18	15309654	18	2
chr18	15309660	50	16
chr18	15309665	37	0
chr18	15309669	37	0
chr18	15309681	35	8
chr18	15309684	37	0
chr18	15309688	37	0
chr18	15309690	37	0
chr18	15309694	37	16
chr18	15319389	3	0
chr18	15319393	3	0
chr18	15334471	1	0
chr18	15334485	1	0
chr18	15334489	1	0
chr18	15339744	16	9
chr18	15339893	19	6
chr18	15345109	8	3
chr18	15345259	17	8
chr18	15350848	17	14
chr18	15350855	17	13
chr18	15350893	17	11
chr18	15350917	11	8
chr18	15351049	34	25
chr18	15351056	17	9
chr18	15351061	41	30
chr18	15351065	42	33
chr18	15351094	31	24
chr18	15351118	10	6
chr18	15351135	6	5
chr18	15351137	6	4
chr18	15351152	13	4
chr18	15351155	7	3
chr18	15351250	13	9
chr18	15366553	1	0
chr18	15384375	2	0
chr18	15384379	2	0
chr18	15384387	6	3
chr18	15384389	6	3
chr18	15384409	6	1
chr18	15384416	4	2
chr18	15385276	8	5
chr18	15385292	12	8
chr18	15385302	12	8
chr18	15385310	12	9
chr18	15385315	30	23
chr18	15385346	26	14
chr18	15385406	9	6
chr18	15385409	9	8
chr18	15386238	40	25
chr18	15386272	39	24
chr18	15386349	10	9
chr18	15386707	1	1
chr18	15386889	9	5
chr18	15392224	15	11
chr18	15392230	14	10
chr18	15392271	7	2
chr18	15392274	7	2
chr18	15392381	19	8
chr18	15421232	42	42
chr18	15421364	19	19
chr18	15436443	30	0
chr18	15436554	5	0
chr18	15481035	16	0
chr18	15481079	20	0
chr18	15503731	28	16
chr18	15503740	29	17
chr18	15503746	29	17
chr18	15503847	2	0
chr18	15504039	1	0
chr18	15504043	1	0
chr18	15525007	17	11
chr18	15525102	1	1
chr18	15525139	12	7
chr18	15525163	32	19
chr18	15525192	45	34
chr18	15525196	44	27
chr18	15525208	25	13
chr18	15552042	24	0
chr18	15552064	40	0
chr18	15552080	16	0
chr18	15561782	44	0
chr18	15561786	62	12
chr18	15561860	16	0
chr18	15561985	9	0
chr18	15561994	1	0
chr18	15562177	13	13
chr18	15565362	1	0
chr18	15565481	42	5
chr18	15565589	24	0
chr18	15587734	10	0
chr18	15587764	10	0
chr18	15587835	8	1
chr18	15587851	8	1
chr18	15602818	1	0
chr18	15622742	8	1
chr18	15623807	21	16
chr18	15623867	28	4
chr18	15642397	25	8
chr18	15648007	15	5
chr18	15648021	15	5
chr18	15648025	21	6
chr18	15648046	6	1
chr18	15648058	6	1
chr18	15648103	16	6
chr18	15648128	15	6
chr18	15648210	1	1
chr18	15648213	1	1
chr18	15648220	15	5
chr18	15648233	14	3
chr18	15648237	23	4
chr18	15648258	9	2
chr18	15648270	9	0
chr18	15682008	2	1
chr18	15682079	6	1
chr18	15682158	29	10
chr18	15682308	16	6
chr18	15711169	6	0
chr18	15711251	6	0
chr18	15711281	8	0
chr18	15730457	1	0
chr18	15749656	41	30
chr18	15749702	26	25
chr18	15757932	8	4
chr18	15758114	4	4
chr18	15758472	24	23
chr18	15758549	35	26
chr18	15758583	35	25
chr18	15759412	29	21
chr18	15759475	12	8
chr18	15759506	20	18
chr18	15759511	12	8
chr18	15759519	11	5
chr18	15759529	12	7
chr18	15759545	5	3
chr18	15760437	6	2
chr18	15760444	14	9
chr18	15760464	14	9
chr18	15760466	14	9
chr18	15760474	8	5
chr18	15760478	8	5
chr18	15814732	6	6
chr18	15814818	12	12
chr18	15853649	12	9
chr18	15853684	1	0
chr18	15853781	10	10
chr18	15853805	33	28
chr18	15853834	46	37
chr18	15853838	46	36
chr18	15853843	24	17
chr18	15853850	24	21
chr18	15853857	44	36
chr18	15853989	7	6
chr18	15854013	25	17
chr18	15854042	46	40
chr18	15854046	46	33
chr18	15854051	28	21
chr18	15854058	28	18
chr18	15854065	42	34
chr18	15854197	7	5
chr18	15854221	28	20
chr18	15854250	46	27
chr18	15854254	46	33
chr18	15854259	25	3
chr18	15854266	25	8
chr18	15854273	42	21
chr18	15854397	14	10
chr18	15854405	12	11
chr18	15854429	27	20
chr18	15854467	22	12
chr18	15854474	22	11
chr18	15860021	16	6
chr18	15860171	21	11
chr18	15869809	9	4
chr18	15869959	13	3
chr18	15888539	23	16
chr18	15888573	22	20
chr18	15888670	12	12
chr18	15888694	32	29
chr18	15888723	43	32
chr18	15888727	43	27
chr18	15888732	23	18
chr18	15888739	24	17
chr18	15888878	14	9
chr18	15888893	14	0
chr18	15888902	34	24
chr18	15888931	48	37
chr18	15888935	48	38
chr18	15888940	28	18
chr18	15888947	28	23
chr18	15888954	48	44
chr18	15889086	13	12
chr18	15889091	13	0
chr18	15889110	16	13
chr18	15889139	23	20
chr18	15889143	23	11
chr18	15889148	20	8
chr18	15889155	20	12
chr18	15889162	33	24
chr18	15889294	9	6
chr18	15889318	26	17
chr18	15889347	38	23
chr18	15889351	38	25
chr18	15889356	22	14
chr18	15889363	22	12
chr18	15889370	39	29
chr18	15889517	7	0
chr18	15889526	21	16
chr18	15889555	44	30
chr18	15889559	44	27
chr18	15889564	30	20
chr18	15889571	30	19
chr18	15889578	49	33
chr18	15889710	22	14
chr18	15889734	31	23
chr18	15889763	29	22
chr18	15889767	29	18
chr18	15889772	20	11
chr18	15889779	20	13
chr18	15889786	37	27
chr18	15889918	13	9
chr18	15889942	44	35
chr18	15889971	53	42
chr18	15889975	52	34
chr18	15889980	22	13
chr18	15889987	22	14
chr18	15889994	47	36
chr18	15890126	5	4
chr18	15890150	13	8
chr18	15890188	19	14
chr18	15890195	19	12
chr18	15895742	20	10
chr18	15895892	13	7
chr18	15912064	26	0
chr18	15912078	10	0
chr18	15912095	10	0
chr18	15912147	5	0
chr18	15918012	14	0
chr18	15918064	14	0
chr18	15918444	36	0
chr18	15918458	36	0
chr18	15918460	36	0
chr18	15918556	2	0
chr18	15918558	2	0
chr18	15918577	55	0
chr18	15918582	52	0
chr18	15918588	53	0
chr18	15918590	53	0
chr18	15918592	53	0
chr18	15918600	53	0
chr18	15918604	53	0
chr18	15918609	53	0
chr18	15918639	17	5
chr18	15918641	17	5
chr18	15918648	17	0
chr18	15918655	17	5
chr18	15918663	17	5
chr18	15919081	51	0
chr18	15919158	16	0
chr18	15991404	16	5
chr18	15991444	19	4
chr18	16053450	5	0
chr18	16053463	5	0
chr18	16053532	41	6
chr18	16101030	4	2
chr18	16101191	10	5
chr18	16101223	10	2
chr18	16101400	9	5
chr18	16101429	9	5
chr18	16101432	9	6
chr18	16102269	1	0
chr18	16102275	1	0
chr18	16102279	1	0
chr18	16102497	2	0
chr18	16102704	5	1
chr18	16102712	5	0
chr18	16102735	6	2
chr18	16102738	1	0
chr18	16102741	1	0
chr18	16102767	2	1
chr18	16102769	2	2
chr18	16102792	1	1
chr18	16102856	9	5
chr18	16102865	9	3
chr18	16102879	15	12
chr18	16102910	12	4
chr18	16102914	6	2
chr18	16117710	1	0
chr18	16117724	1	0
chr18	16117897	15	1
chr18	16117924	18	12
chr18	16117964	1	0
chr18	16117984	1	0
chr18	16117995	1	0
chr18	16118027	41	38
chr18	16118032	41	37
chr18	16118060	48	21
chr18	16119266	14	8
chr18	16119310	4	4
chr18	16139692	8	0
chr18	16139704	8	0
chr18	16139725	21	7
chr18	16139729	13	5
chr18	16139742	43	17
chr18	16139752	30	7
chr18	16139834	9	3
chr18	16139859	9	2
chr18	16139904	11	4
chr18	16139916	11	3
chr18	16139937	23	9
chr18	16139941	12	3
chr18	16139954	49	15
chr18	16139961	37	12
chr18	16140046	14	3
chr18	16140071	14	3
chr18	16140116	6	3
chr18	16140128	6	2
chr18	16140149	19	8
chr18	16140153	13	4
chr18	16140166	42	14
chr18	16140173	29	11
chr18	16140176	29	10
chr18	16140258	8	3
chr18	16140283	8	2
chr18	16140328	12	6
chr18	16140340	12	6
chr18	16140361	26	12
chr18	16140365	14	6
chr18	16140378	14	6
chr18	16140495	10	1
chr18	16140540	12	3
chr18	16140552	12	1
chr18	16140573	22	9
chr18	16140577	10	3
chr18	16140590	44	17
chr18	16140597	34	12
chr18	16140600	34	11
chr18	16140682	13	3
chr18	16140707	13	2
chr18	16140752	19	3
chr18	16140764	19	3
chr18	16140785	35	12
chr18	16140789	16	9
chr18	16140803	16	9
chr18	16146409	27	11
chr18	16146638	2	0
chr18	16146656	2	0
chr18	16147172	8	7
chr18	16147275	7	0
chr18	16147290	7	0
chr18	16201449	5	1
chr18	16346980	22	9
chr18	16347130	9	4
chr18	16361795	20	9
chr18	16361870	4	1
chr18	16361900	4	1
chr18	16362357	28	5
chr18	16362399	20	10
chr18	16362409	20	8
chr18	16403594	41	0
chr18	16403607	40	0
chr18	16403668	41	15
chr18	16403742	32	9
chr18	16423696	20	0
chr18	16423748	29	1
chr18	16441735	8	5
chr18	16441885	17	10
chr18	16447473	17	10
chr18	16447485	36	29
chr18	16447489	37	29
chr18	16447518	27	15
chr18	16447542	6	4
chr18	16447579	1	0
chr18	16447639	19	10
chr18	16447673	19	11
chr18	16476169	9	6
chr18	16476181	9	6
chr18	16476246	10	0
chr18	16582379	25	15
chr18	16582529	16	8
chr18	16620202	14	0
chr18	16704649	22	13
chr18	16704798	14	5
chr18	16778778	17	17
chr18	16778928	17	5
chr18	16783236	20	20
chr18	16794446	6	0
chr18	16830831	13	12
chr18	16830886	10	5
chr18	16853211	20	6
chr18	16853304	1	0
chr18	16853360	53	41
chr18	16853425	17	12
chr18	16857953	11	11
chr18	16858075	39	27
chr18	16880921	15	6
chr18	16899012	26	18
chr18	16965418	1	0
chr18	16965420	1	0
chr18	16965438	1	0
chr18	16965471	1	0
chr18	16965474	2	1
chr18	16965495	1	0
chr18	16965510	3	0
chr18	16965535	3	0
chr18	16965537	3	0
chr18	16965542	3	0
chr18	16965600	2	0
chr18	16965613	2	0
chr18	16965615	2	0
chr18	16965629	2	0
chr18	16966065	8	0
chr18	16966089	8	0
chr18	16966163	1	0
chr18	16966186	1	0
chr18	16966215	45	0
chr18	16966219	51	0
chr18	16966222	51	0
chr18	16966343	10	0
chr18	16966683	17	0
chr18	16966697	17	0
chr18	16966713	16	1
chr18	16966717	17	0
chr18	16966719	23	0
chr18	16966721	23	0
chr18	16966753	47	4
chr18	16966760	27	0
chr18	16966765	23	0
chr18	16966768	27	0
chr18	16966770	27	0
chr18	16966787	26	20
chr18	16966793	5	0
chr18	16966797	6	0
chr18	16966807	6	0
chr18	16966811	6	0
chr18	16966818	6	0
chr18	16966827	96	0
chr18	16966836	90	0
chr18	16966855	93	0
chr18	16966864	62	0
chr18	16966877	63	0
chr18	16966879	60	0
chr18	16966882	59	0
chr18	16966888	60	0
chr18	16966895	79	1
chr18	16966908	25	0
chr18	16966919	25	0
chr18	16966923	25	1
chr18	16966931	23	0
chr18	16966937	19	0
chr18	16966940	19	0
chr18	16966943	19	0
chr18	16966946	32	0
chr18	16966967	23	0
chr18	16966973	35	1
chr18	16966988	21	0
chr18	16966990	13	0
chr18	16966996	14	0
chr18	16967002	15	0
chr18	16967098	12	0
chr18	16967105	17	0
chr18	16967112	17	0
chr18	16967115	12	0
chr18	16967183	1	0
chr18	16967187	1	0
chr18	16967191	1	0
chr18	16967195	1	0
chr18	16967197	1	0
chr18	16967200	1	0
chr18	16967227	1	0
chr18	16967243	1	1
chr18	16967245	1	1
chr18	16967334	1	0
chr18	16967358	1	0
chr18	16967381	1	0
chr18	16967388	1	0
chr18	16967390	1	0
chr18	16967398	1	0
chr18	16967406	4	0
chr18	16967425	3	0
chr18	16967431	3	0
chr18	16967434	3	0
chr18	16967461	8	0
chr18	16967465	9	0
chr18	16967472	9	0
chr18	16967477	8	0
chr18	16967492	9	0
chr18	16967498	1	0
chr18	16967525	1	0
chr18	16967546	4	0
chr18	16967548	4	0
chr18	16967563	17	0
chr18	16967592	14	0
chr18	16967669	3	0
chr18	16967676	3	0
chr18	16967685	2	0
chr18	16967688	2	0
chr18	16967694	1	0
chr18	16967696	1	1
chr18	16967701	1	0
chr18	16967707	11	0
chr18	16967711	11	0
chr18	16967722	20	0
chr18	16967725	20	0
chr18	16967729	20	0
chr18	16967731	41	0
chr18	16967733	33	0
chr18	16967738	42	1
chr18	16967740	42	0
chr18	16967757	22	1
chr18	16967759	22	1
chr18	16967764	50	1
chr18	16967768	28	0
chr18	16967779	47	0
chr18	16967787	46	0
chr18	16967795	47	0
chr18	16967799	19	0
chr18	16967801	19	0
chr18	16967804	19	0
chr18	16967808	19	0
chr18	16967816	8	0
chr18	16967828	8	1
chr18	16967831	8	1
chr18	16967834	8	0
chr18	16967837	7	0
chr18	16967840	8	0
chr18	16967846	9	0
chr18	16967852	1	0
chr18	16967875	1	0
chr18	16967879	1	0
chr18	16967904	1	0
chr18	16967911	1	0
chr18	16967920	1	0
chr18	16967925	1	0
chr18	16968301	3	0
chr18	16968355	1	0
chr18	16968491	1	0
chr18	16978719	4	0
chr18	16978847	1	0
chr18	16994737	4	0
chr18	16994839	13	0
chr18	17009174	19	7
chr18	17009179	19	2
chr18	17009216	22	7
chr18	17009218	23	11
chr18	17009238	24	9
chr18	17009250	33	17
chr18	17009254	10	0
chr18	17009263	10	9
chr18	17009275	14	11
chr18	17009278	14	13
chr18	17009305	4	4
chr18	17010937	1	1
chr18	17010989	12	5
chr18	17012915	2	1
chr18	17012921	2	2
chr18	17013062	4	3
chr18	17013308	1	0
chr18	17013313	1	1
chr18	17013329	1	1
chr18	17013340	18	6
chr18	17013345	17	3
chr18	17013382	24	13
chr18	17013384	24	14
chr18	17013404	25	12
chr18	17013416	25	12
chr18	17025889	22	0
chr18	17026038	32	6
chr18	17026143	2	1
chr18	17027235	11	5
chr18	17032909	2	2
chr18	17033003	30	0
chr18	17033085	17	3
chr18	17067526	32	17
chr18	17067575	15	8
chr18	17120432	36	21
chr18	17120439	36	16
chr18	17120442	36	18
chr18	17120524	7	2
chr18	17120549	7	3
chr18	17120594	14	0
chr18	17120606	14	0
chr18	17120627	31	4
chr18	17120631	16	6
chr18	17120644	44	17
chr18	17120651	28	11
chr18	17120654	28	11
chr18	17120736	4	1
chr18	17120761	4	1
chr18	17120806	17	5
chr18	17120818	17	6
chr18	17120839	35	13
chr18	17120843	18	8
chr18	17120857	18	6
chr18	17126463	11	3
chr18	17147251	1	0
chr18	17147269	1	0
chr18	17147498	24	10
chr18	17153198	11	6
chr18	17153205	11	5
chr18	17153223	11	4
chr18	17153305	28	5
chr18	17153308	28	4
chr18	17153315	28	8
chr18	17153353	10	1
chr18	17153365	10	4
chr18	17153410	10	3
chr18	17153435	10	4
chr18	17153517	31	9
chr18	17153520	31	7
chr18	17153527	39	13
chr18	17153540	8	0
chr18	17153544	27	4
chr18	17153565	19	3
chr18	17153577	19	4
chr18	17168498	10	7
chr18	17168552	1	1
chr18	17168563	1	1
chr18	17168637	17	15
chr18	17168641	17	15
chr18	17168643	17	14
chr18	17168645	17	15
chr18	17168660	17	15
chr18	17168668	89	87
chr18	17168692	72	72
chr18	17168696	73	73
chr18	17168764	11	8
chr18	17168790	15	12
chr18	17168793	4	4
chr18	17168868	11	10
chr18	17168900	16	13
chr18	17168903	12	9
chr18	17168909	12	10
chr18	17170320	5	5
chr18	17170486	20	10
chr18	17171759	15	10
chr18	17171938	10	10
chr18	17227246	16	6
chr18	17227396	21	9
chr18	17230715	1	1
chr18	17274797	10	4
chr18	17274947	18	6
chr18	17321712	42	0
chr18	17321732	42	0
chr18	17321735	41	0
chr18	17321851	10	0
chr18	17321865	10	2
chr18	17321873	10	2
chr18	17351417	1	0
chr18	17351429	1	0
chr18	17351445	1	0
chr18	17351455	3	3
chr18	17382466	17	6
chr18	17382616	11	5
chr18	17384440	6	5
chr18	17384470	6	4
chr18	17384545	21	11
chr18	17410347	1	0
chr18	17410456	1	0
chr18	17427553	13	0
chr18	17427586	13	0
chr18	17427707	39	6
chr18	17427765	47	20
chr18	17427776	40	15
chr18	17433308	16	6
chr18	17433457	9	3
chr18	17475274	1	0
chr18	17475385	27	7
chr18	17475428	17	9
chr18	17475447	19	9
chr18	17478205	5	2
chr18	17485537	1	0
chr18	17485648	1	1
chr18	17504892	15	7
chr18	17510497	21	7
chr18	17510511	21	11
chr18	17510515	31	15
chr18	17510536	10	2
chr18	17510548	10	4
chr18	17510593	10	2
chr18	17510618	10	2
chr18	17510700	32	10
chr18	17510703	32	7
chr18	17510710	46	16
chr18	17510723	14	6
chr18	17510727	24	9
chr18	17510748	11	4
chr18	17510760	11	4
chr18	17510805	11	2
chr18	17510875	1	1
chr18	17510912	41	13
chr18	17510915	41	14
chr18	17510922	50	17
chr18	17510935	9	6
chr18	17510939	9	5
chr18	17510960	23	13
chr18	17510991	23	13
chr18	17511017	12	7
chr18	17511124	40	22
chr18	17511127	40	15
chr18	17511134	40	19
chr18	17583630	24	16
chr18	17583646	24	12
chr18	17583650	24	12
chr18	17583664	24	14
chr18	17583688	5	0
chr18	17583699	5	0
chr18	17583710	20	11
chr18	17583730	20	11
chr18	17583739	20	7
chr18	17583767	26	14
chr18	17583771	26	19
chr18	17583785	26	20
chr18	17588787	20	6
chr18	17588861	4	0
chr18	17592639	14	3
chr18	17592789	24	9
chr18	17598340	8	6
chr18	17598347	8	6
chr18	17598385	33	16
chr18	17598409	16	10
chr18	17598541	33	27
chr18	17598548	20	15
chr18	17598555	20	15
chr18	17598560	46	35
chr18	17598564	46	36
chr18	17598593	29	25
chr18	17598617	3	3
chr18	17598632	1	1
chr18	17598749	31	19
chr18	17598756	14	9
chr18	17598763	14	8
chr18	17598768	38	27
chr18	17598772	38	25
chr18	17598801	37	17
chr18	17598825	13	9
chr18	17598833	11	5
chr18	17598957	23	16
chr18	17605164	6	3
chr18	17605315	36	15
chr18	17605420	2	1
chr18	17609242	7	2
chr18	17609249	7	2
chr18	17612634	6	5
chr18	17612639	6	3
chr18	17612649	6	2
chr18	17612660	16	9
chr18	17612680	16	9
chr18	17612717	10	3
chr18	17612735	37	24
chr18	17612783	10	9
chr18	17612794	39	24
chr18	17612828	27	10
chr18	17612863	7	1
chr18	17618562	18	7
chr18	17618712	15	6
chr18	17623628	3	1
chr18	17623728	2	1
chr18	17623768	76	61
chr18	17623776	4	4
chr18	17623795	4	0
chr18	17623802	2	2
chr18	17628305	2	2
chr18	17628405	1	0
chr18	17628441	2	2
chr18	17638050	10	4
chr18	17638072	10	0
chr18	17638200	16	2
chr18	17638762	14	8
chr18	17638814	20	11
chr18	17670548	8	5
chr18	17670583	3	0
chr18	17670588	1	0
chr18	17670613	2	1
chr18	17670631	1	1
chr18	17676315	26	13
chr18	17676464	13	5
chr18	17699862	1	1
chr18	17699880	1	1
chr18	17700109	20	11
chr18	17705715	22	9
chr18	17705729	22	8
chr18	17705733	32	11
chr18	17705754	10	1
chr18	17705766	10	1
chr18	17705811	8	2
chr18	17705836	8	1
chr18	17705921	1	0
chr18	17705928	14	7
chr18	17705945	27	9
chr18	17705978	14	4
chr18	17740159	27	10
chr18	17740309	10	5
chr18	17752062	9	4
chr18	17752212	25	10
chr18	17757688	14	10
chr18	17757763	1	1
chr18	17757774	1	1
chr18	17757780	1	1
chr18	17757880	6	3
chr18	17757882	6	1
chr18	17757884	6	1
chr18	17757899	10	2
chr18	17757902	4	2
chr18	17757963	19	1
chr18	17757974	20	1
chr18	17757980	20	19
chr18	17757997	20	11
chr18	17789457	14	5
chr18	17789607	26	9
chr18	17793247	3	2
chr18	17793257	3	3
chr18	17793262	4	4
chr18	17793300	1	0
chr18	17793365	24	17
chr18	17793375	62	42
chr18	17793414	1	0
chr18	17793430	36	21
chr18	17793434	37	0
chr18	17793450	37	21
chr18	17813986	12	8
chr18	17814002	13	8
chr18	17814008	13	4
chr18	17814019	16	6
chr18	17814045	6	0
chr18	17814079	6	2
chr18	17814116	7	6
chr18	17814140	41	32
chr18	17814169	56	18
chr18	17814178	23	10
chr18	17814218	1	1
chr18	17814293	18	14
chr18	17818212	19	11
chr18	17818362	18	9
chr18	17819861	20	12
chr18	17819890	46	37
chr18	17819894	45	29
chr18	17819899	26	14
chr18	17819906	26	16
chr18	17819913	48	34
chr18	17820045	15	12
chr18	17820069	15	11
chr18	17825648	21	9
chr18	17825798	18	7
chr18	17953431	11	5
chr18	17953581	18	4
chr18	17974333	3	2
chr18	17974422	14	4
chr18	17974434	15	3
chr18	17974438	15	6
chr18	17979615	9	4
chr18	17979870	3	2
chr18	17985419	35	23
chr18	17985457	8	6
chr18	17985520	16	9
chr18	17985528	16	8
chr18	17985544	16	11
chr18	17985546	16	12
chr18	17985554	16	11
chr18	17985575	7	2
chr18	17985578	7	1
chr18	17985615	3	2
chr18	17985638	11	2
chr18	17985661	8	2
chr18	17985664	8	4
chr18	17985703	1	1
chr18	17985726	17	10
chr18	17985734	17	11
chr18	17985750	16	11
chr18	17985752	16	9
chr18	17985760	16	12
chr18	17985781	4	2
chr18	17985784	4	3
chr18	17985821	3	2
chr18	17985844	3	2
chr18	17985932	17	9
chr18	17985940	16	10
chr18	17985956	17	12
chr18	17985958	17	11
chr18	17985966	17	10
chr18	17985987	6	2
chr18	17985990	6	1
chr18	17986027	3	2
chr18	17986050	3	1
chr18	18017610	2	2
chr18	18017674	4	0
chr18	18017676	4	0
chr18	18017682	4	0
chr18	18017684	4	0
chr18	18017688	4	0
chr18	18020076	18	7
chr18	18020086	18	12
chr18	18020101	18	9
chr18	18020132	2	2
chr18	18020138	2	0
chr18	18020140	2	2
chr18	18020144	2	0
chr18	18039188	33	0
chr18	18039200	33	0
chr18	18039211	33	0
chr18	18039255	12	0
chr18	18039263	23	4
chr18	18039343	29	2
chr18	18039366	16	3
chr18	18039426	7	0
chr18	18045078	9	5
chr18	18045228	24	7
chr18	18051736	1	0
chr18	18051747	1	1
chr18	18051838	45	32
chr18	18051864	14	11
chr18	18051932	52	20
chr18	18051936	51	30
chr18	18051960	51	34
chr18	18053276	8	6
chr18	18053319	6	6
chr18	18092052	5	0
chr18	18092090	22	6
chr18	18097129	6	3
chr18	18097133	14	11
chr18	18097141	14	11
chr18	18097143	14	12
chr18	18097160	14	9
chr18	18097167	8	7
chr18	18098240	13	13
chr18	18098268	13	8
chr18	18098271	13	13
chr18	18098331	10	8
chr18	18098334	10	8
chr18	18099163	38	23
chr18	18099197	38	21
chr18	18099274	17	12
chr18	18099632	1	1
chr18	18099814	5	4
chr18	18326119	21	0
chr18	18331493	12	9
chr18	18331522	30	12
chr18	18331531	20	10
chr18	18331538	20	13
chr18	18337958	21	7
chr18	18338033	7	5
chr18	18338063	7	6
chr18	18340192	2	1
chr18	18340342	5	2
chr18	18345488	38	18
chr18	18345635	5	0
chr18	18345640	5	0
chr18	18382705	5	5
chr18	18382746	7	1
chr18	18390802	8	0
chr18	18390804	8	0
chr18	18390816	8	0
chr18	18390821	8	0
chr18	18419754	25	21
chr18	18419768	25	21
chr18	18419829	31	10
chr18	18419840	6	0
chr18	18419855	6	0
chr18	18419875	22	9
chr18	18419909	23	12
chr18	18448748	8	1
chr18	18448897	15	8
chr18	18458427	5	1
chr18	18458466	3	0
chr18	18461904	17	6
chr18	18462054	34	9
chr18	18462164	1	0
chr18	18512219	5	3
chr18	18517575	6	5
chr18	18517680	25	11
chr18	18596945	22	0
chr18	18596954	22	0
chr18	18596978	20	0
chr18	18597024	8	0
chr18	18642343	1	1
chr18	18642348	1	1
chr18	18642355	1	1
chr18	18642363	1	0
chr18	18642374	1	1
chr18	18642553	1	0
chr18	18642573	1	1
chr18	18642578	2	0
chr18	18642599	2	2
chr18	18642610	28	9
chr18	18642615	26	10
chr18	18642652	26	8
chr18	18642654	25	10
chr18	18642674	25	12
chr18	18642686	25	11
chr18	18650577	6	0
chr18	18650656	42	26
chr18	18650807	7	1
chr18	18652007	10	3
chr18	18696109	14	5
chr18	18696259	17	6
chr18	18717478	8	1
chr18	18717528	9	4
chr18	18823191	12	1
chr18	18823203	11	1
chr18	18823224	21	9
chr18	18823228	9	6
chr18	18823241	35	20
chr18	18823248	26	12
chr18	18823251	26	13
chr18	18823333	10	4
chr18	18823358	10	5
chr18	18823403	9	2
chr18	18823415	7	2
chr18	18823436	26	9
chr18	18823440	17	6
chr18	18823454	17	5
chr18	18834234	9	9
chr18	18834275	1	0
chr18	18838428	4	0
chr18	18838467	7	0
chr18	18876370	2	0
chr18	18876522	33	0
chr18	18876528	33	0
chr18	18876609	15	1
chr18	18898669	117	45
chr18	18898683	118	7
chr18	18898819	12	7
chr18	18975280	6	2
chr18	18975430	14	4
chr18	18976569	13	7
chr18	18976719	16	6
chr18	18981821	8	2
chr18	18981831	8	1
chr18	18981836	8	3
chr18	18981856	3	2
chr18	18981873	3	2
chr18	18981889	16	10
chr18	18981900	13	5
chr18	18981948	34	24
chr18	18981962	20	17
chr18	18981966	20	10
chr18	18982003	10	7
chr18	18982049	32	22
chr18	18982069	29	16
chr18	18982087	31	18
chr18	18982103	40	28
chr18	18982114	8	3
chr18	18982162	64	35
chr18	18982180	19	8
chr18	18982217	20	15
chr18	18982237	160	115
chr18	18982258	155	118
chr18	18982263	160	124
chr18	18982283	5	3
chr18	18982297	7	2
chr18	18982301	7	2
chr18	18982310	7	2
chr18	18982317	7	4
chr18	19000389	15	8
chr18	19000539	16	7
chr18	19007796	11	0
chr18	19007888	7	4
chr18	19008876	1	1
chr18	19008888	1	0
chr18	19008917	12	11
chr18	19008924	12	6
chr18	19008942	12	9
chr18	19009109	14	0
chr18	19009234	25	0
chr18	19009308	15	0
chr18	19013256	11	4
chr18	19013273	11	5
chr18	19013356	23	6
chr18	19076196	15	13
chr18	19076346	17	10
chr18	19095298	11	11
chr18	19095319	11	11
chr18	19095440	14	14
chr18	19095484	17	11
chr18	19095500	17	11
chr18	19095510	17	11
chr18	19095517	17	11
chr18	19118992	5	3
chr18	19119022	5	3
chr18	19119067	1	1
chr18	19119072	1	1
chr18	19119098	1	1
chr18	19134777	12	2
chr18	19134831	36	8
chr18	19135827	9	6
chr18	19135831	9	9
chr18	19135839	17	14
chr18	19135841	17	14
chr18	19135860	18	8
chr18	19135867	9	5
chr18	19136797	8	4
chr18	19136813	12	4
chr18	19136823	12	8
chr18	19136831	12	11
chr18	19136836	23	18
chr18	19136867	18	10
chr18	19136930	21	16
chr18	19137759	34	22
chr18	19137793	34	20
chr18	19137870	25	21
chr18	19138228	1	1
chr18	19138410	6	5
chr18	19146663	1	1
chr18	19146681	1	1
chr18	19146910	9	4
chr18	19152470	10	4
chr18	19152608	2	0
chr18	19152644	8	3
chr18	19152675	3	3
chr18	19152744	2	0
chr18	19152748	3	1
chr18	19152752	7	3
chr18	19152783	13	11
chr18	19152797	7	5
chr18	19152806	7	3
chr18	19152809	7	6
chr18	19152903	18	18
chr18	19152921	27	13
chr18	19152934	27	24
chr18	19152952	12	2
chr18	19152987	3	2
chr18	19156828	32	24
chr18	19156933	25	25
chr18	19156958	36	25
chr18	19156967	11	8
chr18	19157002	8	7
chr18	19177284	15	6
chr18	19177431	5	1
chr18	19232703	1	0
chr18	19232778	18	8
chr18	19238253	11	0
chr18	19238373	73	0
chr18	19289316	56	45
chr18	19289328	56	28
chr18	19289471	16	3
chr18	19364109	9	2
chr18	19364227	5	0
chr18	19364259	5	0
chr18	19393035	14	8
chr18	19393087	12	5
chr18	19393742	8	6
chr18	19393975	14	0
chr18	19393997	13	7
chr18	19399372	15	7
chr18	19405132	3	3
chr18	19405146	3	2
chr18	19405155	3	1
chr18	19405158	3	2
chr18	19405222	6	3
chr18	19405282	13	9
chr18	19405290	13	9
chr18	19405308	13	9
chr18	19405316	13	8
chr18	19419349	21	14
chr18	19419397	16	8
chr18	19419408	42	28
chr18	19419424	26	13
chr18	19419442	29	12
chr18	19419462	10	2
chr18	19419467	10	2
chr18	19419477	7	0
chr18	19419488	19	9
chr18	19419508	19	11
